"Feature"	"Mean.Resolute3(n=3)"	"Mean.SvalbardTaylor(n=6)"	"StdErr.Resolute3(n=3)"	"StdErr.SvalbardTaylor(n=6)"	"FishersTest.Pval"	"FishersTest.adjPval"	"3300038653.Resolute3"	"3300039024.Resolute3"	"3300039023.Resolute3"	"3300061232.SvalbardTaylor"	"3300061231.SvalbardTaylor"	"3300061096.SvalbardTaylor"	"3300061097.SvalbardTaylor"	"3300061098.SvalbardTaylor"	"3300061230.SvalbardTaylor"
"Methyloglobulus"	"0"	"135.333333333333"	"0"	"44.5575782306195"	"2.33300522629921e-13"	"5.85352290138032e-13"	"0"	"0"	"0"	"161"	"333"	"69"	"34"	"65"	"150"
"Methylohalobius"	"0"	"112.166666666667"	"0"	"29.652899427281"	"3.18217048807992e-11"	"7.29826359614035e-11"	"0"	"0"	"0"	"116"	"250"	"74"	"55"	"61"	"117"
"Methyloligella"	"0"	"84"	"0"	"35.6398653196108"	"1.43732127300194e-08"	"2.91282565382556e-08"	"0"	"0"	"0"	"94"	"242"	"20"	"20"	"19"	"109"
"Methylomagnum"	"0"	"283.666666666667"	"0"	"93.0887270893265"	"1.32802206190767e-27"	"5.00586198394373e-27"	"0"	"0"	"0"	"303"	"718"	"161"	"104"	"130"	"286"
"Methylomarinum"	"0"	"74.3333333333333"	"0"	"22.4360820505225"	"1.48215453710354e-07"	"2.81662107762737e-07"	"0"	"0"	"0"	"83"	"178"	"40"	"29"	"42"	"74"
"Methylomicrobium"	"0.333333333333333"	"298.5"	"0.333333333333333"	"98.2197366452724"	"2.68298573728932e-27"	"1.00659090190574e-26"	"0"	"0"	"1"	"343"	"749"	"151"	"108"	"136"	"304"
"Methylomonas"	"0.333333333333333"	"1133.66666666667"	"0.333333333333333"	"334.769738443871"	"7.11250223255721e-107"	"6.27781188791e-106"	"0"	"0"	"1"	"1368"	"2622"	"596"	"474"	"532"	"1210"
"Methylomusa"	"0"	"86.8333333333333"	"0"	"34.6414170867443"	"1.04306166595552e-08"	"2.12458332976573e-08"	"0"	"0"	"0"	"219"	"159"	"25"	"17"	"19"	"82"
"Methylophaga"	"0"	"186.833333333333"	"0"	"60.1915922515577"	"2.40926333712571e-18"	"7.25496215427705e-18"	"0"	"0"	"0"	"247"	"448"	"84"	"61"	"85"	"196"
"Methylophilus"	"0"	"472.666666666667"	"0"	"135.293672349367"	"8.35029358145532e-46"	"4.3291813325215e-45"	"0"	"0"	"0"	"659"	"906"	"198"	"136"	"206"	"731"
"Methylopila"	"0.333333333333333"	"610.333333333333"	"0.333333333333333"	"348.845206040986"	"8.04275429581652e-57"	"4.72825408510021e-56"	"0"	"0"	"1"	"583"	"2287"	"81"	"89"	"79"	"543"
"Methyloprofundus"	"0"	"67.1666666666667"	"0"	"19.1057001383822"	"6.79451011684393e-07"	"1.24897363249386e-06"	"0"	"0"	"0"	"82"	"138"	"31"	"33"	"20"	"99"
"Methylorubrum"	"0"	"540.666666666667"	"0"	"252.065688087671"	"3.26415962555559e-52"	"1.8315879930438e-51"	"0"	"0"	"0"	"537"	"1735"	"154"	"143"	"126"	"549"
"Methylosarcina"	"0"	"165.333333333333"	"0"	"54.0799819197866"	"2.25980925782481e-16"	"6.42451540556406e-16"	"0"	"0"	"0"	"186"	"415"	"82"	"66"	"75"	"168"
"Methylosinus"	"0"	"471.166666666667"	"0"	"194.462921344347"	"1.24037460695242e-45"	"6.39961391413133e-45"	"0"	"0"	"0"	"516"	"1373"	"160"	"131"	"146"	"501"
"Methylotenera"	"5.66666666666667"	"5843.33333333333"	"5.66666666666667"	"2134.38524586771"	"0"	"0"	"0"	"0"	"17"	"9391"	"9311"	"1326"	"674"	"1640"	"12718"
"Methyloterricola"	"0"	"218.666666666667"	"0"	"72.5877247045103"	"1.65643282169806e-21"	"5.37711323274629e-21"	"0"	"0"	"0"	"266"	"541"	"107"	"67"	"92"	"239"
"Methylotuvimicrobium"	"0"	"250.5"	"0"	"74.7318539847634"	"1.78360880486079e-24"	"6.26609935391883e-24"	"0"	"0"	"0"	"308"	"585"	"152"	"102"	"107"	"249"
"Methyloversatilis"	"0"	"1012.83333333333"	"0"	"323.559002003928"	"1.13219859728312e-97"	"9.4714472733554e-97"	"0"	"0"	"0"	"992"	"2568"	"532"	"498"	"543"	"944"
"Methylovirgula"	"0"	"90.5"	"0"	"37.7780800641501"	"4.95526341417984e-09"	"1.02430090187305e-08"	"0"	"0"	"0"	"112"	"258"	"24"	"29"	"14"	"106"
"Methylovorus"	"0"	"371.5"	"0"	"122.234405958388"	"4.87548272449976e-36"	"2.2126128398438e-35"	"0"	"0"	"0"	"541"	"808"	"117"	"94"	"129"	"540"
"Methylovulum"	"0"	"395.333333333333"	"0"	"100.907438333906"	"2.3078238698293e-38"	"1.08739230572545e-37"	"0"	"0"	"0"	"455"	"837"	"239"	"174"	"220"	"447"
"Metschnikowia"	"0"	"3.33333333333333"	"0"	"1.45296631451356"	"1"	"1"	"0"	"0"	"0"	"3"	"10"	"2"	"0"	"1"	"4"
"Meyerozyma"	"0"	"3.5"	"0"	"1.08781125813871"	"1"	"1"	"0"	"0"	"0"	"6"	"4"	"2"	"0"	"2"	"7"
"Mguuvirus"	"0"	"0.333333333333333"	"0"	"0.210818510677892"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"
"Micavibrio"	"0"	"318.833333333333"	"0"	"138.438775075643"	"4.21008142827034e-31"	"1.73159189938102e-30"	"0"	"0"	"0"	"408"	"905"	"38"	"23"	"108"	"431"
"Microbacter"	"0.333333333333333"	"264.333333333333"	"0.333333333333333"	"117.358046639807"	"5.18135476559154e-24"	"1.80839440838293e-23"	"0"	"0"	"1"	"757"	"222"	"63"	"46"	"49"	"449"
"Microbacterium"	"1.66666666666667"	"4516"	"1.66666666666667"	"1363.54564768963"	"0"	"0"	"0"	"0"	"5"	"5024"	"10846"	"2238"	"2454"	"2065"	"4469"
"Microbispora"	"0"	"669.333333333333"	"0"	"230.100074846673"	"1.26610538046946e-64"	"8.04881277584157e-64"	"0"	"0"	"0"	"608"	"1789"	"390"	"329"	"307"	"593"
"Microbotryum"	"0"	"26.5"	"0"	"10.6856601730232"	"0.00488757070944812"	"0.00673538776476205"	"0"	"0"	"0"	"28"	"75"	"11"	"6"	"7"	"32"
"Microbulbifer"	"0"	"578.333333333333"	"0"	"188.709064729576"	"7.37769643067596e-56"	"4.30567201527974e-55"	"0"	"0"	"0"	"629"	"1438"	"302"	"203"	"254"	"644"
"Microcella"	"0"	"930.833333333333"	"0"	"184.26618728833"	"9.89949628896993e-90"	"7.7360941731365e-89"	"0"	"0"	"0"	"430"	"1663"	"1056"	"970"	"994"	"472"
"Microchaete"	"0"	"6.16666666666667"	"0"	"1.0137937550497"	"0.644638102850772"	"0.648076712122332"	"0"	"0"	"0"	"4"	"11"	"5"	"6"	"5"	"6"
"Micrococcus"	"0"	"171"	"0"	"49.2882677047321"	"7.31435335742807e-17"	"2.11699983353203e-16"	"0"	"0"	"0"	"151"	"413"	"129"	"111"	"85"	"137"
"Microcoleus"	"0"	"2919.66666666667"	"0"	"543.89200316893"	"1.15490991895628e-280"	"1.98942547329888e-279"	"0"	"0"	"0"	"3999"	"4152"	"1025"	"1927"	"4059"	"2356"
"Microcystis"	"0"	"1312.66666666667"	"0"	"219.81290023816"	"2.14199198084055e-126"	"2.08600070109821e-125"	"0"	"0"	"0"	"1166"	"2407"	"1114"	"1044"	"1031"	"1114"
"Microdochium"	"0"	"9.66666666666667"	"0"	"3.0840089349921"	"0.275704569097964"	"0.301796187013965"	"0"	"0"	"0"	"11"	"20"	"2"	"4"	"4"	"17"
"Microlunatus"	"0"	"1181.33333333333"	"0"	"354.847071911893"	"7.40679966689562e-114"	"6.83901617658028e-113"	"0"	"0"	"0"	"1462"	"2740"	"554"	"598"	"456"	"1278"
"Micromonas"	"2"	"147.333333333333"	"2"	"54.0577880091708"	"2.55135504494199e-08"	"5.0742033296053e-08"	"0"	"0"	"6"	"120"	"400"	"64"	"49"	"73"	"178"
"Micromonospora"	"0"	"5654"	"0"	"1900.20818157731"	"0"	"0"	"0"	"0"	"0"	"4829"	"15001"	"3388"	"3072"	"2888"	"4746"
"Micropruina"	"0"	"990.5"	"0"	"428.459469106083"	"1.58923490509204e-95"	"1.312347586576e-94"	"0"	"0"	"0"	"2153"	"2065"	"48"	"50"	"50"	"1577"
"Microscilla"	"0"	"516.666666666667"	"0"	"56.8721763645849"	"6.80898744846509e-50"	"3.71020336477588e-49"	"0"	"0"	"0"	"694"	"635"	"431"	"327"	"443"	"570"
"Microsporum"	"0"	"9.83333333333333"	"0"	"3.37062473602611"	"0.278384785969511"	"0.303795931282804"	"0"	"0"	"0"	"8"	"10"	"6"	"6"	"3"	"26"
"Microterricola"	"0"	"300.333333333333"	"0"	"89.3001182032315"	"2.81730910495739e-29"	"1.11165743501028e-28"	"0"	"0"	"0"	"343"	"699"	"143"	"162"	"118"	"337"
"Microtetraspora"	"0"	"387"	"0"	"129.605298245609"	"1.58546902931624e-37"	"7.37277615374344e-37"	"0"	"0"	"0"	"342"	"1018"	"229"	"191"	"189"	"353"
"Microvirga"	"0"	"2412.16666666667"	"0"	"1003.39006760969"	"6.31510309066758e-232"	"9.49933817018729e-231"	"0"	"0"	"0"	"2599"	"7036"	"769"	"687"	"673"	"2709"
"Microvirgula"	"0"	"77.1666666666667"	"0"	"25.0511698551407"	"6.67765307535529e-08"	"1.29746515787983e-07"	"0"	"0"	"0"	"102"	"189"	"40"	"33"	"29"	"70"
"Microwolfvirus"	"0"	"0.333333333333333"	"0"	"0.210818510677892"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"
"Mieseafarmvirus"	"0"	"2.33333333333333"	"0"	"1.08525470640665"	"1"	"1"	"0"	"0"	"0"	"4"	"6"	"0"	"0"	"0"	"4"
"Millerozyma"	"0"	"4"	"0"	"0.856348838577675"	"1"	"1"	"0"	"0"	"0"	"6"	"5"	"4"	"2"	"1"	"6"
"Millionella"	"0"	"46.3333333333333"	"0"	"13.1875362032152"	"6.94374999322537e-05"	"0.000112023036144482"	"0"	"0"	"0"	"88"	"59"	"26"	"14"	"15"	"76"
"Millisia"	"0"	"72.8333333333333"	"0"	"20.6372101904411"	"2.21855656040698e-07"	"4.186251601616e-07"	"0"	"0"	"0"	"80"	"172"	"48"	"40"	"46"	"51"
"Miltonvirus"	"0"	"1.16666666666667"	"0"	"0.477260702109212"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"3"
"Mimasvirus"	"0"	"14.3333333333333"	"0"	"5.5236863697273"	"0.0784939788747723"	"0.0944758483526561"	"0"	"0"	"0"	"30"	"30"	"2"	"4"	"2"	"18"
"Mimivirus"	"0"	"43.3333333333333"	"0"	"16.7941788856867"	"0.000156233454855472"	"0.000243114127905261"	"0"	"0"	"0"	"106"	"29"	"17"	"9"	"15"	"84"
"Mingyongvirus"	"0"	"0.166666666666667"	"0"	"0.166666666666667"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"Minicystis"	"0"	"7419.16666666667"	"0"	"2941.16307398583"	"0"	"0"	"0"	"0"	"0"	"6059"	"20414"	"3650"	"603"	"3181"	"10608"
"Miniimonas"	"0"	"76"	"0"	"26.2386483391707"	"1.00480755879874e-07"	"1.93009797265657e-07"	"0"	"0"	"0"	"88"	"196"	"32"	"27"	"34"	"79"
"Miniphocaeibacter"	"0"	"5.5"	"0"	"1.802775637732"	"0.632771307512721"	"0.644642057001831"	"0"	"0"	"0"	"11"	"10"	"2"	"1"	"2"	"7"
"Mitsuaria"	"0"	"868.666666666667"	"0"	"213.469071400155"	"8.58158154541194e-84"	"6.45431626091546e-83"	"0"	"0"	"0"	"906"	"1858"	"542"	"451"	"546"	"909"
"Mitsuokella"	"0"	"44.5"	"0"	"9.96911898481171"	"0.000101727878817489"	"0.000161194917770146"	"0"	"0"	"0"	"51"	"87"	"28"	"23"	"26"	"52"
"Mixia"	"0"	"8.16666666666667"	"0"	"2.41407907446665"	"0.425140210388256"	"0.445729461414912"	"0"	"0"	"0"	"14"	"15"	"7"	"2"	"1"	"10"
"Mixta"	"0"	"10.3333333333333"	"0"	"2.77688874662114"	"0.175395850672736"	"0.202367267877498"	"0"	"0"	"0"	"17"	"20"	"3"	"5"	"7"	"10"
"Mizugakiibacter"	"0"	"342.333333333333"	"0"	"84.1426038210001"	"3.19163789412168e-33"	"1.35803556610436e-32"	"0"	"0"	"0"	"493"	"686"	"229"	"155"	"196"	"295"
"Mobilibacterium"	"0"	"6"	"0"	"2.08166599946613"	"0.641276341213135"	"0.646522780757358"	"0"	"0"	"0"	"12"	"13"	"2"	"2"	"3"	"4"
"Mobilicoccus"	"0"	"213.666666666667"	"0"	"81.9164886400236"	"5.20339981715468e-21"	"1.67218585899334e-20"	"0"	"0"	"0"	"274"	"576"	"74"	"54"	"69"	"235"
"Mobilisporobacter"	"0"	"11.1666666666667"	"0"	"3.53474814441488"	"0.179761547063641"	"0.204312166297235"	"0"	"0"	"0"	"21"	"17"	"1"	"8"	"2"	"18"
"Mobiluncus"	"0"	"18.5"	"0"	"6.97973256412212"	"0.0363607917051255"	"0.045225146204667"	"0"	"0"	"0"	"20"	"51"	"5"	"8"	"8"	"19"
"Modestobacter"	"0"	"2714.16666666667"	"0"	"512.794722845095"	"5.13609696248378e-261"	"8.22802733389902e-260"	"0"	"0"	"0"	"1457"	"4757"	"3137"	"2733"	"2876"	"1325"
"Modicisalibacter"	"0"	"22.8333333333333"	"0"	"7.56049675028772"	"0.0106976867794359"	"0.0142695205833941"	"0"	"0"	"0"	"22"	"58"	"9"	"8"	"15"	"25"
"Moellerella"	"0"	"4"	"0"	"1.50554530541816"	"1"	"1"	"0"	"0"	"0"	"8"	"9"	"3"	"0"	"1"	"3"
"Mogibacterium"	"0"	"9.83333333333333"	"0"	"2.86841032242212"	"0.278384785969511"	"0.303795931282804"	"0"	"0"	"0"	"16"	"20"	"5"	"3"	"4"	"11"
"Moheibacter"	"0"	"89.5"	"0"	"16.3885122367265"	"4.58405921143374e-09"	"9.53722448924266e-09"	"0"	"0"	"0"	"113"	"135"	"55"	"40"	"68"	"126"
"Moineauvirus"	"0"	"0.166666666666667"	"0"	"0.166666666666667"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"Mollisia"	"0"	"249.333333333333"	"0"	"119.628499019999"	"2.7483896946657e-24"	"9.61336308046823e-24"	"0"	"0"	"0"	"341"	"423"	"12"	"3"	"5"	"712"
"Molluscipoxvirus"	"0"	"0.166666666666667"	"0"	"0.166666666666667"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"Monaibacterium"	"0"	"37.5"	"0"	"14.8408220796558"	"0.000478957897955359"	"0.000720122527005617"	"0"	"0"	"0"	"40"	"107"	"14"	"10"	"16"	"38"
"Monascus"	"0"	"4.66666666666667"	"0"	"1.42984070596848"	"0.625438969664935"	"0.64380739516963"	"0"	"0"	"0"	"5"	"10"	"4"	"1"	"1"	"7"
"Mongoliibacter"	"0"	"122"	"0"	"30.0887575903914"	"3.16305406106059e-12"	"7.55173264652618e-12"	"0"	"0"	"0"	"211"	"179"	"66"	"39"	"64"	"173"
"Mongoliimonas"	"0"	"214.666666666667"	"0"	"97.8259224904683"	"5.51044587516035e-21"	"1.76554685840138e-20"	"0"	"0"	"0"	"224"	"675"	"68"	"51"	"51"	"219"
"Moniliophthora"	"0"	"29.1666666666667"	"0"	"9.42838503904271"	"0.00345050656254409"	"0.00480044421467272"	"0"	"0"	"0"	"27"	"67"	"16"	"9"	"10"	"46"
"Monoglobus"	"0"	"9.16666666666667"	"0"	"3.07046865767716"	"0.269342343895768"	"0.296962446607722"	"0"	"0"	"0"	"13"	"22"	"6"	"4"	"1"	"9"
"Monosiga"	"20.3333333333333"	"112.333333333333"	"20.3333333333333"	"43.2894649744921"	"3.99107565804835e-09"	"8.32513438046023e-09"	"0"	"0"	"61"	"136"	"309"	"40"	"23"	"51"	"115"
"Montyvirus"	"0"	"1.33333333333333"	"0"	"0.843274042711568"	"1"	"1"	"0"	"0"	"0"	"4"	"4"	"0"	"0"	"0"	"0"
"Moorea"	"2.33333333333333"	"0"	"2.33333333333333"	"0"	"8.06007843102756e-11"	"1.81606830471254e-10"	"0"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"
"Mooreia"	"0"	"751.5"	"0"	"89.3725349310402"	"1.44574713482909e-72"	"9.89780730767608e-72"	"0"	"0"	"0"	"929"	"1093"	"595"	"571"	"566"	"755"
"Moorella"	"0"	"364"	"0"	"97.9465840820053"	"2.13887467454269e-35"	"9.557816537287e-35"	"0"	"0"	"0"	"360"	"835"	"239"	"218"	"196"	"336"
"Moorena"	"0"	"837.5"	"0"	"235.352891066444"	"7.96938430968518e-81"	"5.85640076335581e-80"	"0"	"0"	"0"	"830"	"1940"	"516"	"385"	"469"	"885"
"Moraxella"	"0"	"127"	"0"	"29.4674962175841"	"1.63670442277136e-12"	"3.954751863167e-12"	"0"	"0"	"0"	"178"	"247"	"81"	"65"	"72"	"119"
"Morchella"	"0"	"26.5"	"0"	"11.1795945066596"	"0.00488757070944812"	"0.00673538776476205"	"0"	"0"	"0"	"34"	"78"	"9"	"7"	"8"	"23"
"Morganella"	"0"	"30"	"0"	"9.73652915571047"	"0.00223624263541305"	"0.00318016928711203"	"0"	"0"	"0"	"42"	"69"	"9"	"13"	"10"	"37"
"Moritella"	"0"	"65.3333333333333"	"0"	"15.7705773867386"	"9.93171683198569e-07"	"1.80905177542252e-06"	"0"	"0"	"0"	"95"	"125"	"37"	"28"	"37"	"70"
"Morococcus"	"0"	"4.16666666666667"	"0"	"1.40039676917333"	"1"	"1"	"0"	"0"	"0"	"5"	"10"	"0"	"3"	"2"	"5"
"Mosigvirus"	"0"	"0.5"	"0"	"0.223606797749979"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"
"Mosugukvirus"	"0"	"0.833333333333333"	"0"	"0.30731814857643"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"1"
"Motilibacter"	"0"	"1117.5"	"0"	"345.439406167469"	"9.51845093470858e-108"	"8.47142133189064e-107"	"0"	"0"	"0"	"849"	"2839"	"825"	"737"	"658"	"797"
"Motilimonas"	"0"	"23.5"	"0"	"7.45542308211501"	"0.0109067041616555"	"0.0144341512325255"	"0"	"0"	"0"	"36"	"53"	"11"	"7"	"9"	"25"
"Motiliproteus"	"0"	"62.5"	"0"	"19.8876008273162"	"2.24555126297355e-06"	"3.98600900086829e-06"	"0"	"0"	"0"	"76"	"146"	"21"	"23"	"29"	"80"
"Mucilaginibacter"	"17"	"9916.83333333333"	"17"	"2557.55188173726"	"0"	"0"	"0"	"0"	"51"	"17926"	"13064"	"4541"	"4032"	"4554"	"15384"
"Mucinivorans"	"0"	"44"	"0"	"9.59166304662544"	"0.000100131066732096"	"0.000159374037660028"	"0"	"0"	"0"	"81"	"54"	"27"	"28"	"19"	"55"
"Mucispirillum"	"0"	"17.3333333333333"	"0"	"5.00444247088968"	"0.035009379125491"	"0.0440817001453626"	"0"	"0"	"0"	"23"	"38"	"9"	"6"	"8"	"20"
"Mucor"	"0"	"20.8333333333333"	"0"	"6.09599139690265"	"0.0256551655276984"	"0.032476946009777"	"0"	"0"	"0"	"34"	"35"	"11"	"5"	"6"	"34"
"Mudcatvirus"	"0"	"28.8333333333333"	"0"	"11.648795836671"	"0.0033737612624818"	"0.00470388645996157"	"0"	"0"	"0"	"46"	"74"	"5"	"3"	"8"	"37"
"Muldoonvirus"	"0"	"0.833333333333333"	"0"	"0.401386485959743"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"2"
"Mumia"	"0"	"194.5"	"0"	"64.3131660963238"	"3.44526346557761e-19"	"1.06129405744983e-18"	"0"	"0"	"0"	"167"	"511"	"118"	"126"	"89"	"156"
"Murdochiella"	"0"	"10.6666666666667"	"0"	"2.62889922041738"	"0.17640937777213"	"0.202513667639521"	"0"	"0"	"0"	"12"	"22"	"10"	"5"	"4"	"11"
"Muribacter"	"0"	"2.33333333333333"	"0"	"1.08525470640665"	"1"	"1"	"0"	"0"	"0"	"4"	"1"	"1"	"0"	"1"	"7"
"Muribaculum"	"0"	"50.5"	"0"	"12.3848025149105"	"3.39520833803099e-05"	"5.5871841371604e-05"	"0"	"0"	"0"	"85"	"78"	"27"	"17"	"26"	"70"
"Muricauda"	"0.333333333333333"	"731.5"	"0.333333333333333"	"165.869778239839"	"2.60010197715755e-68"	"1.7001483132271e-67"	"0"	"0"	"1"	"1148"	"1138"	"390"	"302"	"402"	"1009"
"Muricomes"	"0"	"7.66666666666667"	"0"	"2.40370085030933"	"0.415159910798025"	"0.439290737845731"	"0"	"0"	"0"	"13"	"14"	"2"	"3"	"2"	"12"
"Muriicola"	"0"	"94.1666666666667"	"0"	"19.3931545769234"	"2.36283252986785e-09"	"4.94481739104937e-09"	"0"	"0"	"0"	"130"	"143"	"49"	"43"	"62"	"138"
"Murimonas"	"0"	"14.6666666666667"	"0"	"5.16827931821715"	"0.0795570082268487"	"0.0954326673001959"	"0"	"0"	"0"	"21"	"35"	"5"	"6"	"2"	"19"
"Murinocardiopsis"	"0"	"70.5"	"0"	"23.4758741406293"	"3.12905394217859e-07"	"5.85259126137782e-07"	"0"	"0"	"0"	"49"	"187"	"48"	"40"	"40"	"59"
"Mus"	"0"	"45.6666666666667"	"0"	"8.68203765125318"	"6.7971853178507e-05"	"0.000110046395949437"	"0"	"0"	"0"	"44"	"76"	"56"	"13"	"51"	"34"
"Musicola"	"0"	"9"	"0"	"3.3065591380366"	"0.267817037938179"	"0.295789655137513"	"0"	"0"	"0"	"14"	"23"	"6"	"4"	"1"	"6"
"Myceligenerans"	"0"	"50.8333333333333"	"0"	"17.6000315656283"	"2.1336785273184e-05"	"3.57360480999903e-05"	"0"	"0"	"0"	"46"	"136"	"24"	"27"	"24"	"48"
"Mycetocola"	"0"	"464.5"	"0"	"132.585758410673"	"5.79498577092251e-45"	"2.96599591214628e-44"	"0"	"0"	"0"	"608"	"1019"	"192"	"240"	"199"	"529"
"Mycetohabitans"	"0"	"30.1666666666667"	"0"	"10.7064362781356"	"0.00224368192056027"	"0.00318650570632762"	"0"	"0"	"0"	"34"	"79"	"10"	"13"	"12"	"33"
"Mycoavidus"	"0"	"30.3333333333333"	"0"	"8.0938934457473"	"0.00225567019960886"	"0.00319503418193934"	"0"	"0"	"0"	"30"	"65"	"12"	"16"	"19"	"40"
"Mycobacterium"	"1.66666666666667"	"5282.33333333333"	"1.66666666666667"	"1807.8861259616"	"0"	"0"	"0"	"0"	"5"	"4706"	"14093"	"2999"	"2657"	"2511"	"4728"
"Mycobacteroides"	"0"	"354.666666666667"	"0"	"117.784171734198"	"2.29740752300427e-34"	"9.97411070962829e-34"	"0"	"0"	"0"	"315"	"930"	"214"	"199"	"161"	"309"
"Mycolicibacillus"	"0"	"35.3333333333333"	"0"	"12.1947165244261"	"0.000696283181470712"	"0.00103425651990364"	"0"	"0"	"0"	"25"	"95"	"24"	"21"	"14"	"33"
"Mycolicibacter"	"0"	"335.166666666667"	"0"	"115.547801556085"	"1.42449090763135e-32"	"5.9974623758881e-32"	"0"	"0"	"0"	"293"	"900"	"197"	"164"	"163"	"294"
"Mycolicibacterium"	"0.333333333333333"	"2711.5"	"0.333333333333333"	"925.898221548495"	"6.61658773262104e-258"	"1.04948252947118e-256"	"0"	"0"	"1"	"2464"	"7215"	"1462"	"1423"	"1270"	"2435"
"Mycoplana"	"0"	"331.666666666667"	"0"	"155.718050049155"	"3.03666989273827e-32"	"1.26851242976968e-31"	"0"	"0"	"0"	"428"	"1009"	"37"	"51"	"40"	"425"
"Mycoplasma"	"0.333333333333333"	"7.66666666666667"	"0.333333333333333"	"1.9436506316151"	"1"	"1"	"0"	"0"	"1"	"10"	"7"	"3"	"4"	"6"	"16"
"Mycoplasmoides"	"0"	"4"	"0"	"0.856348838577675"	"1"	"1"	"0"	"0"	"0"	"4"	"8"	"3"	"2"	"4"	"3"
"Mycoplasmopsis"	"0"	"17.1666666666667"	"0"	"4.27720053825448"	"0.0560388051759134"	"0.0682693276743827"	"0"	"0"	"0"	"25"	"30"	"6"	"12"	"6"	"24"
"Mydovirus"	"0"	"1.33333333333333"	"0"	"0.494413232473044"	"1"	"1"	"0"	"0"	"0"	"2"	"2"	"0"	"1"	"0"	"3"
"Mylasvirus"	"0"	"0.833333333333333"	"0"	"0.30731814857643"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"2"
"Myohalovirus"	"0"	"0.166666666666667"	"0"	"0.166666666666667"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"Myriangium"	"0"	"9.83333333333333"	"0"	"2.91452302177294"	"0.278384785969511"	"0.303795931282804"	"0"	"0"	"0"	"12"	"20"	"7"	"1"	"4"	"15"
"Myrnavirus"	"0"	"1.66666666666667"	"0"	"0.714920352984241"	"1"	"1"	"0"	"0"	"0"	"1"	"5"	"1"	"0"	"1"	"2"
"Myroides"	"1.33333333333333"	"261.666666666667"	"1.33333333333333"	"44.7412312948334"	"9.14343845052626e-20"	"2.85810505321816e-19"	"0"	"0"	"4"	"427"	"312"	"194"	"146"	"169"	"322"
"Myunavirus"	"0"	"2.66666666666667"	"0"	"1.20185042515466"	"1"	"1"	"0"	"0"	"0"	"5"	"5"	"0"	"0"	"0"	"6"
"Myxococcus"	"0"	"5630.83333333333"	"0"	"2533.69034436158"	"0"	"0"	"0"	"0"	"0"	"4304"	"17671"	"2751"	"707"	"2044"	"6308"
"Myxoctovirus"	"0"	"4.33333333333333"	"0"	"2.38979311052466"	"1"	"1"	"0"	"0"	"0"	"7"	"15"	"0"	"1"	"0"	"3"
"Myxosarcina"	"0"	"223.666666666667"	"0"	"43.9989898873953"	"8.56331254499016e-22"	"2.79682501469403e-21"	"0"	"0"	"0"	"228"	"436"	"179"	"158"	"148"	"193"
"Naasia"	"0"	"172.833333333333"	"0"	"56.7088568430404"	"5.0264069903268e-17"	"1.46405527245519e-16"	"0"	"0"	"0"	"221"	"409"	"59"	"73"	"57"	"218"
"Nadsonia"	"0"	"4"	"0"	"1.211060141639"	"1"	"1"	"0"	"0"	"0"	"3"	"9"	"1"	"2"	"3"	"6"
"Naegleria"	"0"	"96.1666666666667"	"0"	"23.5207945821942"	"9.8375557755759e-10"	"2.1097408771717e-09"	"0"	"0"	"0"	"114"	"198"	"54"	"42"	"63"	"106"
"Naematelia"	"0"	"6.33333333333333"	"0"	"2.64154836748786"	"0.648225505729733"	"0.649238674697738"	"0"	"0"	"0"	"8"	"18"	"3"	"0"	"2"	"7"
"Naesvirus"	"0"	"1"	"0"	"0.365148371670111"	"1"	"1"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	"2"
"Nafulsella"	"0"	"368.166666666667"	"0"	"56.0959990650948"	"1.05615494319115e-35"	"4.75269724436018e-35"	"0"	"0"	"0"	"568"	"468"	"275"	"220"	"261"	"417"
"Naganishia"	"0"	"7"	"0"	"1.69312334656004"	"0.406464977454264"	"0.434974545011176"	"0"	"0"	"0"	"7"	"15"	"4"	"4"	"5"	"7"
"Nakamurella"	"0"	"1406.83333333333"	"0"	"502.548201115519"	"1.73193230277741e-135"	"1.75050823283874e-134"	"0"	"0"	"0"	"1197"	"3879"	"746"	"803"	"661"	"1155"
"Nakaseomyces"	"0"	"3.33333333333333"	"0"	"1.30809445802324"	"1"	"1"	"0"	"0"	"0"	"7"	"2"	"0"	"0"	"4"	"7"
