#Exported for mctoolsr
"#OTU_ID"	"X11HMC"	"X12HMC"	"X13HMC"	"BON01"	"BON02"	"BON03"	"HotLakConsUCCSLE"	"Mar14236cm"	"Mar14336cm"	"Mar14436cm"	"OV2TP1"	"OV2TP2"	"OV2TP3"	"SSSS"	"VSG"	"frozenSSSS"	"grotaG"	"taxonomy"
"otu_29868"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Dothideomycetes;Tubeufiales;Tubeufiaceae;Tubeufia;NA;otu_29868"
"otu_29867"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;Tubeufiales;Tubeufiaceae;Helicoma;NA;otu_29867"
"otu_4515"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;NA;NA;NA;otu_4515"
"otu_193572"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;NA;NA;NA;otu_193572"
"otu_177102"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;NA;NA;NA;otu_177102"
"otu_24266"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;NA;Trematosphaeria;NA;otu_24266"
"otu_48630"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;NA;Herpotrichia;NA;otu_48630"
"otu_14524"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;NA;Delitschia;NA;otu_14524"
"otu_178917"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Trematosphaeriaceae;Falciformispora;NA;otu_178917"
"otu_27288"	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	"Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Preussia;NA;otu_27288"
"otu_176906"	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Bipolaris;NA;otu_176906"
"otu_203718"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;NA;otu_203718"
"otu_232396"	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Ophiosphaerella;NA;otu_232396"
"otu_206392"	4	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Ophiosphaerella;NA;otu_206392"
"otu_194938"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Ophiosphaerella;NA;otu_194938"
"otu_177003"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Leptosphaeriaceae;Neophaeosphaeria;NA;otu_177003"
"otu_176915"	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;IncertaeSedis;NA;NA;otu_176915"
"otu_100941"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;IncertaeSedis;uncultured;NA;otu_100941"
"otu_203722"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Didymosphaeriaceae;Bimuria;NA;otu_203722"
"otu_30017"	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Phoma;NA;otu_30017"
"otu_60216"	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Boeremia;NA;otu_60216"
"otu_176924"	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Cucurbitariaceae;Pyrenochaeta;NA;otu_176924"
"otu_43043"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Dothideomycetes;Myriangiales;Elsinoaceae;Elsinoe;NA;otu_43043"
"otu_48897"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Dothideomycetes;IncertaeSedis;IncertaeSedis;NA;NA;otu_48897"
"otu_233333"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	"Eukaryota;Ascomycota;Dothideomycetes;IncertaeSedis;IncertaeSedis;NA;NA;otu_233333"
"otu_126213"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;IncertaeSedis;IncertaeSedis;Heliocephala;NA;otu_126213"
"otu_60218"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;Dothideales;Aureobasidiaceae;Aureobasidium;NA;otu_60218"
"otu_233335"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;NA;NA;NA;otu_233335"
"otu_112252"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;NA;Teratoramularia;NA;otu_112252"
"otu_138790"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;NA;Acrodontium;NA;otu_138790"
"otu_112247"	8	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;Suberoteratosphaeria;NA;otu_112247"
"otu_112559"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;Recurvomyces;NA;otu_112559"
"otu_112237"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;Neocatenulostroma;NA;otu_112237"
"otu_37849"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;Friedmanniomyces;NA;otu_37849"
"otu_19597"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;Capnobotryella;NA;otu_19597"
"otu_193928"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	"Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;Acidomyces;NA;otu_193928"
"otu_52586"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Schizothyriaceae;Schizothyrium;NA;otu_52586"
"otu_224449"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Zymoseptoria;NA;otu_224449"
"otu_112246"	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Stigmina;NA;otu_112246"
"otu_112245"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Sphaerulina;NA;otu_112245"
"otu_27140"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Ramularia;NA;otu_27140"
"otu_25790"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Pseudocercospora;NA;otu_25790"
"otu_25791"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Mycosphaerella;NA;otu_25791"
"otu_17872"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Extremaceae;NA;NA;otu_17872"
"otu_176997"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Toxicocladosporium;NA;otu_176997"
"otu_31593"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;NA;otu_31593"
"otu_102946"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;NA;otu_102946"
"otu_177118"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eukaryota;Ascomycota;Arthoniomycetes;uncultured;NA;NA;NA;otu_177118"
"otu_164688"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Eukaryota;Ascomycota;Arthoniomycetes;uncultured;NA;NA;NA;otu_164688"
